text;Name;Time
":
Mødet er åbnet.

3

Det næste punkt på dagsordenen er:
2) 3. behandling af lovforslag nr. L 220:
Forslag til lov om ændring af lov om frikommunenetværk. (Forsøgsmuligheder efter tredje ansøgningsrunde).
Af økonomi- og indenrigsministeren (Simon Emil Ammitzbøll-Bille).
(Fremsættelse 11.04.2018. 1. behandling 20.04.2018. Betænkning
24.05.2018. 2. behandling 31.05.2018. Lovforslaget optrykt efter 2.
behandling).";Pia Kjærsgaard;9H 0M 0S
"I dag er der følgende anmeldelse:

Forhandling

Magnus Heunicke (S) m.fl.:";Pia Kjærsgaard;9H 2M 0S
":
Der er ikke stillet ændringsforslag.
Er der nogen, der ønsker at udtale sig?
Da det ikke er tilfældet, går vi til afstemning.

Beslutningsforslag nr. B 149 (Forslag til folketingsbeslutning om
stop for udlejning af ubeboelige ejendomme).";Pia Kjærsgaard;9H 2M 0S
"Titlen på den anmeldte sag vil fremgå af www.folketingstidende.dk
(jf. ovenfor).
Afstemning

Det første punkt på dagsordenen er:
1) 3. behandling af lovforslag nr. L 234:
Forslag til lov om ændring af lov om godskørsel. (Tilladelsesordning for varebiler).
Af Christian Rabjerg Madsen (S), Kim Christiansen (DF), Henning
Hyllested (EL) og Karsten Hønge (SF).
(Fremsættelse 26.04.2018. 1. behandling 16.05.2018. Betænkning
24.05.2018. 2. behandling 31.05.2018. Lovforslaget optrykt efter 2.
behandling).";Pia Kjærsgaard;9H 2M 0S
":
Der stemmes om lovforslagets endelige vedtagelse.
Afstemningen er slut.
For stemte 86 (S, DF, V, LA, ALT, RV og KF), imod stemte 12 (EL
og SF), hverken for eller imod stemte 0.
Lovforslaget er vedtaget og vil nu blive sendt til statsministeren.";Pia Kjærsgaard;9H 2M 0S
Forhandling;Pia Kjærsgaard;9H 1M 0S
":
Der er ikke stillet ændringsforslag.
Er der nogen, der ønsker at udtale sig?
Da det ikke er tilfældet, går vi til afstemning.";Pia Kjærsgaard;9H 1M 0S
"Afstemning

Det næste punkt på dagsordenen er:
3) 3. behandling af lovforslag nr. L 236:
Forslag til lov om nedsættelse af statstilskuddet til kommuner
som følge af indtægter fra parkering.
Af økonomi- og indenrigsministeren (Simon Emil Ammitzbøll-Bille).
(Fremsættelse 02.05.2018. 1. behandling 09.05.2018. Betænkning
29.05.2018. Ændringsforslag nr. 7 og 8 af 31.05.2018 uden for betænkningen af økonomi- og indenrigsministeren (Simon Emil Ammitzbøll-Bille). 2. behandling 01.06.2018. Lovforslaget optrykt efter
2. behandling. Tillægsbetænkning 01.06.2018).";Pia Kjærsgaard;9H 1M 0S
":
Der stemmes om lovforslagets endelige vedtagelse.
Afstemningen er slut.

Forhandling

For stemte 64 (S, DF, EL, ALT og SF), imod stemte 33 (V, LA, RV
og KF), hverken for eller imod stemte 0.";Pia Kjærsgaard;9H 3M 0S
":
Er der nogen, der ønsker at udtale sig?
Da det ikke er tilfældet, er forhandlingen om ændringsforslagene
sluttet, og vi går til afstemning.

Forslaget er vedtaget og vil nu blive sendt til statsministeren.";Pia Kjærsgaard;9H 3M 0S
