text;Name;Time
":
Tak for det.
Efter vi havde afstemningerne i går, har Finansudvalget holdt
møde – det gjorde vi i aftes – hvor vi gennemgik, om vi syntes, afstemningerne var forløbet, som vi havde forventet. Det syntes vi de
gjorde, og derfor kan jeg på et enigt Finansudvalgs vegne meddele,
at gennemgangen ikke har givet anledning til bemærkninger. Vi indstiller til fortsat behandling af finanslovforslaget.
Tillad mig også lige at benytte lejligheden, når jeg nu er her, til at
sige, at vi også havde anledning til at glæde os over det dygtige arbejde, der er udført, specielt af Finansudvalgets sekretariats folk, i
forbindelse med det arbejde, der jo er med mange ændringsforslag til
finanslovforslaget.
Vi vil også udtrykke en glæde over det samarbejde, der er med
Finansministeriets embedsfolk i forbindelse med arbejdet med finanslovforslaget.
Så tak til de dygtige folk, der har medvirket til, at alt det praktiske omkring finanslovbehandlingen har kunnet finde sted, så vi nu
kan stå her ved den endelige afstemning om finansloven for 2010.

Torsdag den 17. december 2009 (L 43)";Kristian Thulesen Dahl;10H 2M 0S
"3

behandling. Ændringsforslag nr. 1 af 16.12.2009 til 3. behandling af
skatteministeren (Kristian Jensen)).

Formanden:
Tak for det. Er der andre, der måtte ønske at udtale sig?
Det er ikke tilfældet, og så går vi til afstemning.";Kristian Thulesen Dahl;10H 3M 0S
"Afstemning
Formanden:
Der stemmes om lovforslagets endelige vedtagelse, og der kan stemmes.
Afstemningen slutter.
For stemte: 101 (V, S, DF, SF, KF, RV og LA), imod stemte: 1
(EL), hverken for eller imod stemte: 0.

Forhandling
Formanden:
Forhandlingen drejer sig i første omgang om det stillede ændringsforslag, men der er ingen, der beder om ordet, og så er forhandlingen
om ændringsforslaget sluttet.
Vi går til afstemning.";Kristian Thulesen Dahl;10H 3M 0S
"Afstemning
Formanden:
Hvis ikke afstemning begæres, betragter jeg ændringsforslag nr. 1 af
skatteministeren som vedtaget.
Det er vedtaget.

Lovforslaget er vedtaget og bliver sendt til statsministeren.";Kristian Thulesen Dahl;10H 4M 0S
"Det næste punkt på dagsordenen er:
2) 3. behandling af lovforslag nr. L 43:
Forslag til lov om tilskud til Færøernes hjemmestyre for 2010.
Af finansministeren (Claus Hjort Frederiksen).
(Fremsættelse 22.10.2009. 1. behandling 30.10.2009. Betænkning
03.12.2009. 2. behandling 15.12.2009).

Forhandling
Formanden:
Forhandlingen drejer sig herefter om lovforslaget i sin helhed.
Der er ingen, der beder om ordet, og dermed er forhandlingen
slut, og vi går til afstemning.";Kristian Thulesen Dahl;10H 4M 0S
"Forhandling

Afstemning

Formanden:
Der er ikke stillet ændringsforslag, og der er ingen, der beder om ordet, så vi går til afstemning.

Formanden:
Der stemmes om lovforslagets endelige vedtagelse, og der kan stemmes.
Afstemningen slutter.";Kristian Thulesen Dahl;10H 3M 0S
"Afstemning
Formanden:
Der stemmes om lovforslagets endelige vedtagelse, og der kan stemmes.
Afstemningen slutter.
For stemte: 101 (V, S, DF, SF, KF, RV og EL), imod stemte: 0,
hverken for eller imod stemte: 0.
Lovforslaget er vedtaget og bliver sendt til statsministeren.

Det næste punkt på dagsordenen er:
3) 3. behandling af lovforslag nr. L 63:
Forslag til lov om ændring af lov om afgift af elektricitet, lov om
kuldioxidafgift af visse energiprodukter og forskellige andre love. (Ændringer som følge af afgørelse i statsstøttesag m.m.).
Af skatteministeren (Kristian Jensen).
(Fremsættelse 18.11.2009. 1. behandling 25.11.2009. Betænkning
09.12.2009. 2. behandling 15.12.2009. Lovforslaget optrykt efter 2.

For stemte: 102 (V, S, DF, SF, KF, RV, EL og LA), imod stemte: 0,
hverken for eller imod stemte: 0.
Lovforslaget er vedtaget og bliver sendt til statsministeren.

Det næste punkt på dagsordenen er:
4) 3. behandling af lovforslag nr. L 3:
Forslag til lov om ændring af udlændingeloven. (Gennemførelse
af forordning om en fællesskabskodeks for visa (visumkodeks),
bemyndigelse til at fastsætte regler om studieaktivitet m.v.).
Af integrationsministeren (Birthe Rønn Hornbech).
(Fremsættelse 07.10.2009. 1. behandling 22.10.2009. Betænkning
01.12.2009. 2. behandling 10.12.2009. Lovforslaget optrykt efter 2.
behandling).";Kristian Thulesen Dahl;10H 4M 0S
"Forhandling
Formanden:
Der er ikke stillet ændringsforslag, og der er ingen, der beder om ordet, så vi går til afstemning.

4

Torsdag den 17. december 2009 (L 64)";Kristian Thulesen Dahl;10H 5M 0S
"Afstemning
Formanden:
Der stemmes om lovforslagets endelige vedtagelse, og der kan stemmes.
Afstemningen slutter.
For stemte: 101 (V, S, DF, SF, KF, RV og LA), imod stemte: 1
(EL), hverken for eller imod stemte: 0.
Lovforslaget er vedtaget og vil nu blive sendt til statsministeren.

Det næste punkt på dagsordenen er:
6) 3. behandling af lovforslag nr. L 34:
Forslag til lov om ændring af lov om kommunernes styrelse og
regionsloven. (Kommunalbestyrelsernes og regionsrådenes arbejdstilrettelæggelse og offentliggørelse af budgetforslag m.v.).
Af indenrigs- og socialministeren (Karen Ellemann).
(Fremsættelse 08.10.2009. 1. behandling 22.10.2009. Betænkning
03.12.2009. 2. behandling 10.12.2009).";Kristian Thulesen Dahl;10H 5M 0S
"Forhandling
Formanden:
Der er ikke stillet ændringsforslag, og der er ingen, der beder om ordet. Vi går til afstemning.";Kristian Thulesen Dahl;10H 6M 0S
"Det næste punkt på dagsordenen er:
5) 3. behandling af lovforslag nr. L 64:
Forslag til lov om ændring af lov om danskuddannelse til voksne
udlændinge m.fl. (Arbejdsmarkedsrettet danskundervisning
m.v.).
Af integrationsministeren (Birthe Rønn Hornbech).
(Fremsættelse 11.11.2009. 1. behandling 19.11.2009. Betænkning
08.12.2009. 2. behandling 15.12.2009).";Kristian Thulesen Dahl;10H 6M 0S
"Afstemning
Formanden:
Der stemmes om lovforslagets endelige vedtagelse, og der kan stemmes.
Afstemningen slutter.
For stemte: 99 (V, S, DF, SF, KF, RV og LA), imod stemte: 0, hverken for eller imod stemte: 1 (EL).
Lovforslaget er vedtaget og vil nu blive sendt til statsministeren.

Forhandling
Formanden:
Der er heller ikke her stillet ændringsforslag, og der er ingen, der beder om ordet, så vi går til afstemning.";Kristian Thulesen Dahl;10H 5M 0S
"Afstemning
Formanden:
Der stemmes om lovforslagets endelige vedtagelse, og der kan stemmes.
Afstemningen slutter.

Det næste punkt på dagsordenen er:
7) 3. behandling af lovforslag nr. L 44:
Forslag til lov om ændring af lov om byfornyelse og udvikling af
byer. (Energiforbedrende foranstaltninger m.v.).
Af indenrigs- og socialministeren (Karen Ellemann).
(Fremsættelse 21.10.2009. 1. behandling 10.11.2009. Betænkning
01.12.2009. 2. behandling 10.12.2009).";Kristian Thulesen Dahl;10H 6M 0S
"For stemte: 57 (V, DF, KF og LA), imod stemte: 1 (EL), hverken for
eller imod stemte: 44 (S, SF og RV).

Forhandling

Lovforslaget er vedtaget og vil nu blive sendt til statsministeren.

Formanden:
Der er heller ikke her stillet ændringsforslag, og der er ingen, der beder om ordet. Vi går til afstemning.";Kristian Thulesen Dahl;10H 7M 0S
"Afstemning
Formanden:
Der stemmes om lovforslagets endelige vedtagelse, og der kan stemmes.
Afstemningen slutter.
For stemte: 101 (V, S, DF, SF, KF, RV, EL og LA), imod stemte: 0,
hverken for eller imod stemte: 0.

Torsdag den 17. december 2009 (L 57)

5";Kristian Thulesen Dahl;10H 7M 0S
"Lovforslaget er vedtaget og vil nu blive sendt til statsministeren.
Formanden:
Fru Line Barfod for en kort bemærkning.";Kristian Thulesen Dahl;10H 9M 0S
"Det næste punkt på dagsordenen er:
8) 3. behandling af lovforslag nr. L 57:
Forslag til lov om tolkning til personer med hørehandicap.
Af indenrigs- og socialministeren (Karen Ellemann).
(Fremsættelse 04.11.2009. 1. behandling 10.11.2009. Betænkning
03.12.2009. 2. behandling 10.12.2009. Lovforslaget optrykt efter 2.
behandling).";Kristian Thulesen Dahl;10H 10M 0S
":
14 timer er selvfølgelig bedre end 7 timer, men hvor mange her ville
nøjes med 14 timer på 1 år? Jeg håber, at man så hurtigt som muligt
får ophævet overhovedet at have en sådan timerestriktion på, hvor
meget man kan deltage i.";Line Barfod;10H 7M 0S
"Formanden:
Tak. Fru Anne Baastrup.";Line Barfod;10H 10M 0S
"Forhandling
Formanden:
Fru Line Barfod har bedt om ordet og får det – her op til jul.";Line Barfod;10H 10M 0S
(Ordfører);Line Barfod;10H 7M 0S
":
Tak for, at jeg i anledning af julen får lov at få ordet, det er meget
fornemt.
Jeg vil bare gentage min appel til de mange tilstedeværende fra
det store flertal af partier, der har tænkt sig at vedtage det her lovforslag, som på mange måder rummer forbedringer, men som jo også
rummer – hvilket jeg sagde ved andenbehandlingen, og det blev også diskuteret ved førstebehandlingen – det meget alvorlige problem,
at man til sociale aktiviteter får 7 timers tolkning om året.
Det er konstateret, at de penge, der er sat af til tolkning i år,
langtfra er brugt, og derfor vil jeg meget appellere til, at man går ind
så hurtigt som overhovedet muligt og får ændret på den grænse. Det
kan simpelt hen ikke være rigtigt, at de få hundrede mennesker, som
det her handler om, og som har brug for tolkning, kun kan have 7
timer om året, hvor de kan være med til familiefester, kan være med
til at deltage i alle mulige former for fritidsliv osv. Og jeg håber altså
meget, at man, selv om man stemmer for det her, vil gå ind og ændre
på de regler.";Line Barfod;10H 7M 0S
