text;Name;Time
":
Vil regeringen oplyse, hvilke målsætninger den har for de kommende trepartsforhandlinger med arbejdsmarkedets parter, og hvornår
ministeren agter at indkalde til disse forhandlinger?
(Spm. nr. S 66 (omtrykt)).
2) Til finansministeren af:";Karen Jespersen;13H 0M 0S
":
Vil ministeren garantere, at millionærskatten ikke bliver en del af en
aftale om regeringens skattepolitik?
(Spm. nr. S 310).
3) Til finansministeren af:";Peter Christensen;13H 0M 0S
":
Hvad har efter ministerens opfattelse ændret sig i dansk økonomi siden den 15. september i år, som gør, at regeringen ikke længere mener, at der er råd til at gennemføre de løfter, man gav vælgerne under
valgkampen?
(Spm. nr. S 312).
4) Til finansministeren af:";Peter Christensen;13H 0M 0S
":
Er ministeren enig i statsministerens løfte i Børsen den 21. oktober
2011 om, at ingen skatter eller afgifter skal stige ud over de 5 mia.
kr., som fremgår af regeringsgrundlaget?
(Spm. nr. S 328).
5) Til finansministeren af:";Torsten Schack Pedersen;13H 0M 0S
":
Mener ministeren, at afgifter opkrævet ved en betalingsring adskiller
sig fra andre afgifter og skatter, så de ikke er omfattet af det af statsministeren afgivne løfte i Børsen den 21. oktober 2011 om ikke at
hæve skatterne med mere end 5 mia. kr., selv om begge dele belaster
danske familiers økonomi?
(Spm. nr. S 330).

1

6) Til skatteministeren af:";Torsten Schack Pedersen;13H 0M 0S
":
Vil ministeren oplyse, om regeringens politik vedrørende afgiftsforhøjelser på dagligvarer er, som det fremgår af regeringsgrundlagets
side 10, hvor der står, at »den øgede beskatning kan være forhøjelse
af afgifter på cigaretter, usunde fødevarer og øl og vin«, eller er, som
det fremgår af side 43, hvor det hedder, at »regeringen vil forhøje cigaretafgifterne og afgifterne på øl, vin, sukker, fedt og anden usund
mad«?
(Spm. nr. S 254).
7) Til skatteministeren af:";Jan E. Jørgensen;13H 0M 0S
":
Forventer ministeren, at en forhøjelse af afgifter på cigaretter, usunde fødevarer, øl og vin vil føre til en stigende grænsehandel?
(Spm. nr. S 255).
8) Til skatteministeren af:";Jan E. Jørgensen;13H 0M 0S
":
Hvorfor vil regeringen ikke gennemføre skattelettelser, der øger arbejdsudbuddet med 19.000 personer og således bidrager til en styrkelse af de offentlige finanser på 5 mia. kr.?
(Spm. nr. S 317).
9) Til transportministeren af:";Ole Birk Olesen;13H 0M 0S
":
Hvordan vil ministeren sikre, at der er det tilstrækkelige antal pendlerparkeringspladser ved hver af de sjællandske togstationer, når
betalingsringen omkring København bliver gennemført?
(Spm. nr. S 270).
10) Til transportministeren af:";Flemming Damgaard Larsen;13H 0M 0S
":
Mener ministeren, at det opfylder regeringens ambitioner om en bedre kollektiv trafik, når DSB sætter 30 år gamle MR-tog ind på strækningerne mellem Esbjerg og Aarhus og mellem Aarhus og Aalborg?
(Spm. nr. S 269).
11) Til transportministeren af:";Kim Christiansen;13H 0M 0S
":
Vil ministeren redegøre for, hvilke konsekvenser en kilometerbaseret ekstra afgift på lastbiler i størrelsesordenen 1,5 mia. kr. om året
efter ministerens opfattelse vil få for samfundets mobilitet og dermed for væksten, konkurrenceevnen og jobskabelsen i Danmark?
(Spm. nr. S 323, skr. begr.).
12) Til transportministeren af:";Kristian Pihl Lorentzen;13H 0M 0S
":
Er ministeren enig i, at den daværende regering (Socialdemokraterne
og Radikale Venstre) og Socialistisk Folkeparti og Enhedslisten i
forbindelse med finanslovforhandlingerne for år 2000 indgik en »Aftale om Trafik«, som senere muliggjorde indkøb af IC4-togene?
(Spm. nr. S 315).

2

Onsdag den 26. oktober 2011 (D)

13) Til transportministeren af:";Martin Geertsen;13H 0M 0S
":
Finder ministeren det rimeligt og i overensstemmelse med regeringens overordnede målsætning for den kollektive trafik, at rejsende
med DSB fra Aalborg til eksempelvis Odense eller København i
henhold til den ny køreplan på 5 daglige afgange skal skifte tog i
Aarhus med dertilhørende 25 minutters ventetid på perronen?
(Spm. nr. S 334, skr. begr.).
14) Til transportministeren af:";Preben Bang Henriksen;13H 0M 0S
":
Hvilke initiativer vil ministeren tage for at sikre, at togene stopper
ved Viby og Borup stationer, som angivet i køreplanen, samt at der i
øvrigt sikres rettidig togafgang fra disse stationer?
(Spm. nr. S 281).
15) Til transportministeren af:";Flemming Damgaard Larsen;13H 0M 0S
":
Hvilke initiativer vil ministeren tage for at løse IC4-skandalen og
den manglende elektrificering af jernbanenettet i Danmark?
(Spm. nr. S 271).
16) Til transportministeren af:";Kim Christiansen;13H 0M 0S
":
Agter ministeren at udarbejde planer for indsættelse af moderne og
driftsikkert rullende materiel på jernbanenettet i hele Danmark i lyset af de vedvarende store tekniske fejl og mangler på de leverede
IC4-tog?
(Spm. nr. S 325, skr. begr.).
17) Til transportministeren af:";Kristian Pihl Lorentzen;13H 0M 0S
":
Er ministeren enig med MF Rasmus Prehn, som til bl.a. Ekstra Bladet den 10. oktober 2011 udtaler, at man må »finde de personer, der
kan drages til ansvar« for IC4-skandalen?
(Spm. nr. S 316).
18) Til beskæftigelsesministeren af:";Martin Geertsen;13H 0M 0S
":
Hvordan vil ministeren sikre, at den øremærkede 3-måneders-barsel
til mænd ikke medvirker til, at forældre opgiver at afholde hele barslen?
(Spm. nr. S 81 (omtrykt)).
19) Til beskæftigelsesministeren af:";Pia Adelsteen;13H 0M 0S
":
Overvejer regeringen at annullere dagpengeændringerne, så trygheden kan genskabes for de mange ledige?
(Spm. nr. S 297, skr. begr. (omtrykt)).
20) Til beskæftigelsesministeren af:";Christian Juhl;13H 0M 0S
":
Overvejer regeringen at annullere de påtænkte ændringer i tilbagetrækningsreformen, til vi er ovre den økonomiske krise?
(Spm. nr. S 298, skr. begr. (omtrykt)).
21) Til ministeren for sundhed og forebyggelse af:";Christian Juhl;13H 0M 0S
":
Når der i regeringsgrundlaget står, at der vil blive taget konkrete initiativer til bl.a. at nedbringe den store dødelighed blandt misbrugere
på gaden, vil ministeren så oplyse, om ministeren vil få etableret fixerum, eller om man vil sikre konkret stoffri behandling til misbrugerne?
(Spm. nr. S 27 (omtrykt)).

22) Til ministeren for sundhed og forebyggelse af:";Liselott Blixt;13H 0M 0S
":
Vil ministeren undersøge, om der er effektiviseringsgevinster ved at
sætte sundhedsydelser i udbud?
(Spm. nr. S 292).
23) Til ministeren for sundhed og forebyggelse af:";Joachim B. Olsen;13H 0M 0S
":
Hvilket fagligt grundlag mener ministeren kan understøtte den udtalelse, som ministeren gav til DR den 19. oktober 2011, hvor ministeren udtalte, at regeringen vil afskaffe gebyret på tolkebistand i sundhedsvæsenet – bl.a. fordi der er rejst »begrundet frygt« for, at gebyret får nogle patienter til at fravælge at søge lægehjælp?
(Spm. nr. S 339).
24) Til ministeren for sundhed og forebyggelse af:";Karsten Lauritzen;13H 0M 0S
":
Er ministeren enig med den socialdemokratiske sundhedsordfører,
der på Berlingske Tidendes hjemmeside den 11. oktober 2011 forklarer regeringens manglende indfrielse af valgløfterne på sundhedsområdet med, at Radikale Venstre kom med i regeringen?
(Spm. nr. S 336).
25) Til ministeren for sundhed og forebyggelse af:";Sophie Løhde;13H 0M 0S
":
Hvilket fagligt grundlag mener ministeren kan begrunde ministerens
udtalelse til DR den 19. oktober 2011 om, at regeringen vil afskaffe
gebyret på tolkebistand i sundhedsvæsenet, bl.a. fordi det har givet
for stort administrativt arbejde for regionerne?
(Spm. nr. S 342).
26) Til ministeren for sundhed og forebyggelse af:
Benedikte Kiær (KF):
Hvad er årsagen til ministerens udtalelser om, at Rigsrevisionen siger, at privathospitalerne skulle være overbetalt med 1 mia. kr., når
det ikke er sandt, at Rigsrevisionen skulle have sagt dette?
(Spm. nr. S 341).
27) Til ministeren for sundhed og forebyggelse af:";Hans Andersen;13H 0M 0S
":
Vil ministeren tilføre de nye supersygehuse flere midler i fremtiden,
når nu den nye regering ikke vil gøre brug af privathospitaler?
(Spm. nr. S 29 (omtrykt)).
28) Til ministeren for sundhed og forebyggelse af:";Liselott Blixt;13H 0M 0S
":
Agter ministeren at tilføre de ekstra ressourcer til at hjælpe voldtægtsofre, som SF's socialordfører Özlem Cekic lovede i TV-Avisen kl.
18.30 søndag den 16. oktober 2011, og hvorledes vil ministeren finansiere indsatsen?
(Spm. nr. S 340).
29) Til ministeren for sundhed og forebyggelse af:";Karsten Lauritzen;13H 0M 0S
":
Hvor lang tid mener ministeren, at patienterne maksimalt skal vente
på behandling på skadestuen?
(Spm. nr. S 332).
30) Til ministeren for ligestilling og kirke af:";Sophie Løhde;13H 0M 0S
":
Mener ministeren stadig, at stat og kirke skal adskilles, vil ministeren som følge af sin holdning rejse krav om, at grundloven laves om,
og hvilken betydning mener ministeren og regeringen, at folkekirken
har for Danmark i fremtiden?
(Spm. nr. S 351, skr. begr.).

Onsdag den 26. oktober 2011 (FM )

31) Til ministeren for ligestilling og kirke af:";Christian Langballe;13H 0M 0S
":
Mener ministeren, at det er rimeligt at pålægge folkekirken et vielsesritual for homoseksuelle, vil ministeren pålægge andre trossamfund, heriblandt muslimerne, det samme vielsesritual, og er det rigtigt forstået, at ministeren har tilkendegivet, at politikerne og Folketinget selv kan udarbejde et vielsesritual?
(Spm. nr. S 352, skr. begr.).
32) Til ministeren for udviklingsbistand af:";Christian Langballe;13H 0M 0S
":
Hvordan ser ministeren, at Danmark skal bidrage i den store internationale styrke, som ministeren i 21 Søndag den 16. oktober 2011
varslede skulle sættes ind i Somalia, og som ministeren mener skal
sættes ind efter en eventuel våbenhvile i Somalia?
(Spm. nr. S 311).
33) Til ministeren for udviklingsbistand af:";Hans Kristian Skibby;13H 0M 0S
":
Når ministeren i Jyllands-Posten den 10. oktober 2011 udtalte sig
positivt for uddeling af danske skattekroner i »bloktilskud« til en
række ulande, som så efter ministerens opfattelse sagtens kan bruges
på nye Mercedesbiler til de politiske magthavere i landene, er det så
en politisk linje, som S-R-SF-regeringen agter at støtte i praksis?
(Spm. nr. S 313).
34) Til kulturministeren af:";Hans Kristian Skibby;13H 0M 0S
":
Finder ministeren det rimeligt, at 85 pct. af de anvendte kulturstøttemidler går til kulturprojekter i hovedstadsområdet?
(Spm. nr. S 268, skr. begr.).
35) Til kulturministeren af:";Michael Aastrup Jensen;13H 0M 0S
":
Vil ministeren konkretisere, hvad han mener kan betegnes som kulturel og kunstnerisk kvalitet, idet ministeren i sit kulturoplæg »Kulturens Marshallplan« gør rede for, at netop dette er ministerens målestok for ethvert kulturpolitisk spørgsmål?
(Spm. nr. S 326, skr. begr.).";Michael Aastrup Jensen;13H 0M 0S
"Meddelelser fra formanden

3

Lovforslag nr. L 5 (Forslag til lov om ændring af lov om fuldbyrdelse af visse strafferetlige afgørelser i Den Europæiske Union. (Gennemførelse af rammeafgørelsen om gensidig anerkendelse af afgørelser om foranstaltninger som alternativ til varetægtsfængsling)) og
Lovforslag nr. L 6 (Forslag til lov om ændring af international købelov og lov om aftaler og andre retshandler på formuerettens område.
(Gennemførelse i dansk ret af del II om aftalens indgåelse i FN-konventionen om aftaler om internationale køb)).
Peter Skaarup (DF) m.fl.:
Beslutningsforslag nr. B 3 (Forslag til folketingsbe slutning om en
særskilt straf for identitetstyveri og identitetssvindel ).
Titlerne på de anmeldte sager vil fremgå af www.folketingstidende.dk (jf. ovenfor).
Anne Baastrup (SF) har meddelt, at hun ønsker at nedlægge sit hverv
som tingsekretær.
Hvis ingen gør indsigelse, betragter jeg samtykke som givet.
Det er givet.
Det pågældende valgforbund har derefter udpeget John Dyrby Paulsen som ny tingsekretær.
Meddelelsen herom vil fremgå af www.folketingstidende.dk.
Socialdemokraternes folketingsgruppe har meddelt mig, at den har
udpeget medlem af Folketinget Mogens Jensen som statsrevisor i
stedet for medlem af Folketinget Carsten Hansen, der er blevet udnævnt til minister.
Endvidere har Det Radikale Venstres folketingsgruppe meddelt
mig, at den har udpeget hr. Klaus Frandsen som statsrevisor i stedet
for medlem af Folketinget Mogens Lykketoft, der har ønsket at nedlægge sit hverv som statsrevisor.
Det er vigtigt, at dette bliver sagt nu, for mødet hos Statsrevisorerne starter kl. 13.15. Derfor er det vigtigt at få det på plads nu.

Det første punkt på dagsordenen er:
1) Spørgsmål til ministrene til umiddelbar besvarelse (spørgetime).";Michael Aastrup Jensen;13H 0M 0S
"Formanden:
Så er mødet åbnet.
I dag er der følgende anmeldelser:
Mogens Lykketoft (S), Bertel Haarder (V), Søren Espersen (DF),
Marianne Jelved (RV) og Holger K. Nielsen (SF):
Lovforslag nr. L 4 (Forslag til lov om ændring af lov om revisionen
af statens regnskaber m.m. (Fastsættelse af mandatperiode for rigsrevisor, udpegning af sætterigsrevisor, ændring af fristen for afgivelse
af ministerredegørelser, ansættelse og afskedigelse af medarbejdere i
37. lønramme eller højere og etablering af hjemmel til opkrævning
af betaling for visse revisionsydelser)).";Michael Aastrup Jensen;13H 1M 0S
":

Formanden:
Til at besvare spørgsmål i spørgetimen i dag har statsministeren udpeget skatteministeren og social- og integrationsministeren.
Det vil være sådan, at der, hvis vi fordeler tiden nogenlunde
jævnt, vil være 4-5 medlemmer, der kan nå at stille spørgsmål.
Til skatteministeren er anmeldt følgende spørgere:
Gitte Lillelund Bech (V)
Kristian Thulesen Dahl (DF)
Leif Mikkelsen (LA)
Ellen Trane Nørby (V)
Mads Rørvig (V)
Henrik Høegh (V)
Jacob Jensen (V)
Lykke Friis (V)
Martin Geertsen (V)
Troels Lund Poulsen (V)
Torsten Schack Pedersen (V) og

4

Onsdag den 26. oktober 2011 (US 10)

Inger Støjberg (V)
Til social- og integrationsministeren er anmeldt følgende spørgere:
Inger Støjberg (V)
Martin Henriksen (DF)
Joachim B. Olsen (LA)
Eyvind Vesselbo (V)
Anne-Mette Winther Christiansen (V)
Hans Andersen (V) og
Karin Nødgaard (DF)
Hvis flere ønsker at melde sig som spørgere, har de næppe nogen
chance for at få ordet alligevel.
I første runde har spørger og minister hver op til 2 minutters taletid. Herefter følger to runder, hvor spørger og minister hver gang har
1 minuts taletid.
Jeg giver ordet til fru Gitte Lillelund Bech.";Morten Bødskov;13H 1M 0S
"Spm. nr. US 10

ringens interne møder højere end møder i Skatteudvalgets ordinære
mødetid?";Morten Bødskov;13H 2M 0S
"Formanden:
Ministeren.";Morten Bødskov;13H 4M 0S
"Skatteministeren (Thor Möger Pedersen):
Jeg vil altid prioritere møder med udvalget højt – og samråd i særdeleshed. Det er klart, at der er en god tradition for, at regering og Folketing arbejder sammen, og det gælder også i forhold til at sikre, at
der både kan være mulighed for, at regeringens interne møder og
Folketingets møder bliver afviklet. Men det er klart, at for mig har
mødedeltagelse i Skatteudvalget høj prioritet.";Morten Bødskov;13H 4M 0S
"Formanden:
Fru Gitte Lillelund Bech.";Morten Bødskov;13H 5M 0S
