text;Name;Time
":
Der vil komme en hel stribe skriftlige spørgsmål. Det er helt klart.
Jeg vil sige, at mødetidspunktet her jo er fastlagt af ministeren selv,
altså den ikkefungerende minister – sådan hedder det vist, jeg er ikke
helt klar på terminologien. Derfor synes jeg altså, at det her er dybt
utilfredsstillende. Men der kommer skriftlige spørgsmål i stedet for.";Frank Aaen;9H 6M 0S
"Formanden :
Ministeren.";Frank Aaen;9H 6M 0S
"(Erhvervs- og vækstministeren (fg.))
Pia Olsen Dyhr (, fg.):
Jeg vil gøre opmærksom på, at der indimellem kan ske uopsættelige
ting, som kan gøre det rigtig svært for en minister at være til stede i
salen, og da regeringen er et kollegium, stiller andre ministre selvfølgelig op, sådan som jeg også gør. Jeg er helt sikker på, at erhvervsog vækstministeren ser frem til hr. Frank Aaens spørgsmål og selvfølgelig vil besvare dem med glæde.";Frank Aaen;9H 6M 0S
"Formanden :
Tak til erhvervs- og vækstministeren. Så er det hr. Kim Andersen
som ordfører for Venstre.

Formanden :
Der er en kort bemærkning fra hr. Frank Aaen.";Frank Aaen;9H 4M 0S
":
Det er et aktstykke, der drejer sig om statsgaranti på i alt 50 mia. kr.,
og så må vi jo notere os, at den ansvarlige minister ikke har lyst til at
være til stede i salen, men sender en vikar, som jeg overhovedet ikke
har noget at udsætte på, men som jo heller ikke med nogen rimelighed med få timers varsel skal kunne redegøre for detaljerne i det, vi
debatterer i dag. Så jeg vil ikke stille spørgsmål til ministeren, ikke
fordi jeg ikke har respekt for ministeren, men fordi jeg har respekt
for, at når man er kastet ind i en sag med kort varsel, kan man selvfølgelig ikke svare på spørgsmål om detaljerne og skal ikke gøre det.
Man skal heller ikke prøve på at gøre det.
Jeg vil bare sige, at jeg synes, det er underligt, at ministeren – når
vi ved, at ministeren sidder et par hundrede meter nede ad gangen
her – ikke kan være til stede i Folketingssalen.

(Ordfører)";Frank Aaen;9H 7M 0S
":
Jeg vil sådan set begynde lidt anderledes, end jeg havde planlagt, og
jeg vil også godt begynde med at henvende mig til Folketingets formand, for jeg synes, det er yderst uheldigt, at den ansvarlige ressortminister ikke er til stede ved behandlingen af det her principielle og
meget vigtige forslag.
Jeg bliver nødt til at sige, at det ikke er ordentligt i forhold til
Folketingets arbejde. Jeg bliver nødt til at sige, at vi må have så meget ærlighed i tingene, at vi erkender, at det meget uopsættelige møde, ministeren åbenbart har, er et, som vi andre har kunnet løbe fra
for få minutter siden for at nå ind til førstebehandlingen af et beslutningsforslag, som der er indkaldt til ekstraordinært i dag kl. 9.00 efter aftale med det pågældende ressortministerium.
Derfor synes jeg ikke, at det er respekt for Folketingets arbejde,
og jeg synes ikke, at det er rimelige vilkår, man giver Folketingets
medlemmer, uanset om de er fra oppositionen eller er en del af regeringens parlamentariske grundlag. Jeg vil i og for sig gerne tillade
mig at stille det spørgsmål til Folketingets formand, om det på den
baggrund ikke ville være hensigtsmæssigt at udsætte sagens behandling.";Kim Andersen;9H 7M 0S
"Formanden :
Ministeren.

Fredag den 2. marts 2012 (B 43)";Kim Andersen;9H 5M 0S
"Formanden :
Jeg har ikke på det her tidspunkt tænkt mig at tage nogen diskussion
med medlemmerne om, hvad der er rimeligt og ikke er rimeligt. Jeg
noterer mig, hvad der kommer af bemærkninger, og så vil jeg selvfølgelig efterfølgende henvende mig til den pågældende minister.
Men nu behandler vi denne sag på Folketingets dagsorden.";Kim Andersen;9H 8M 0S
":
Jeg vil gerne sige, at jeg naturligvis tager de bemærkninger fra Folketingets formand ad notam. Jeg havde vel i og for sig heller ikke
ventet andet svar, og jeg anerkender, at formanden næppe heller i situationen kan give andet svar, men jeg opfatter det her som en lidt
alvorlig situation. Og det tror jeg også at formanden er klar over, når
et medlem som jeg begynder min tale med at fremhæve det. Jeg forventer derfor også, at min indledning her bliver fulgt op, og at jeg
også får en respons på det fra Folketingets formand. Der bliver nikket, og det siger jeg tak for.
Med hensyn til det foreliggende beslutningsforslag vil jeg sige, at
det jo er ejendommeligt, at regeringens parlamentariske grundlag
fremsætter et sådant forslag, som standser sagsbehandlingen af et
aktstykke i Folketingets Finansudvalg vedrørende en meget vigtig
sag i den danske finansielle sektor, som har at gøre med en konkret
fusion, nemlig fusionen mellem Aarhus Lokalbank og VestjyskBANK. Jeg skal gøre den bemærkning, at i de 10 år med VK-regeringen observerede jeg ikke, at VK-regeringens parlamentariske
grundlag agerede på den måde, men det er åbenbart noget, man kan
leve med og acceptere fra den nuværende regerings side, oven i købet i et så vigtigt og væsentligt forslag, som det, vi her behandler.
Det er jo ganske, ganske alvorligt, at man midt i Finansudvalgets
behandling af et aktstykke på baggrund af en lovgivning, der er vedtaget, og en bankpakke, bankpakke IV, der har bred tilslutning i Folketinget, intervenerer på den her måde. Jeg anerkender, at Folketingets forretningsorden giver hjemmel til det, men det er meget atypisk og utraditionelt, og det er bestemt generende i forhold til den
sag, det vedrører.
Venstre er indstillet på at være et loyalt medlem i kredsen bag finansiel stabilitet her i landet. Det er vigtigt for os alle sammen, for
virksomhederne, arbejdspladserne og vores virksomheders indtjeningsevne, at der er gode finansieringsmuligheder og stabilitet i den
finansielle sektor. Derfor er vi i den finanskrisesituation, som vi er i
her i landet og internationalt, nødt til i et vist omfang at holde hånden under de kreditinstitutioner, som kommer i vanskeligheder. Det er
i vores alle sammens interesse, for ellers risikerer vi nogle dominoeffekter, som får uoverskuelige konsekvenser.
Venstre er derfor ikke indstillet på at medvirke til gennemførelsen af det her beslutningsforslag, og vi opfordrer til, at vi snarest
muligt igen får gang i sagsbehandlingen af aktstykket i Folketingets
Finansudvalg. Og jeg vil gerne bede den fungerende minister på området om at komme herop og helt klart og utvetydigt på regeringens
og sit partis vegne tage afstand fra de intentioner, der ligger bag beslutningsforslaget.";Kim Andersen;9H 9M 0S
"Formanden :
Hr. Frank Aaen for en kort bemærkning.";Kim Andersen;9H 13M 0S
"3

kommet i klemme. Jeg har udtrykt min kritik af ministeren, men jeg
vil sige, at man jo også skal passe på med hykleriet, når man selv har
et ansvar for den udvikling, der er sket.
Må jeg spørge hr. Kim Andersen: Kan det virkelig være udemokratisk, at Folketinget tager en åben debat om statsgarantier på 50
mia. kr. til banker, der er ved at fallere, altså en åben debat i Folketingssalen, hvor alle kan se for og imod, og hvem der mener hvad, i
stedet for at sagen forleden dag bare blev kørt igennem bag lukkede
døre i Finansudvalget? Er det virkelig Venstres opfattelse af demokrati?";Kim Andersen;9H 13M 0S
"Formanden :
Ordføreren.";Kim Andersen;9H 14M 0S
":
Jeg har ikke sagt, at det her beslutningsforslag er udemokratisk. Jeg
sagde tværtimod, at jeg anerkender, at Folketingets forretningsorden
hjemler mulighed for den proces, vi her er vidner til. Så spørgsmålet
er ganske enkelt forkert.
Jeg synes, det er hyklerisk, at man i Enhedslisten – fordi man ikke er med i kredsen, der vil sikre finansiel stabilitet her i landet – i
den grad benytter sig af en hjemmel i forretningsordenen til at stikke
en kæp i hjulet i forhold til behandlingen af et aktstykke, som netop
har til formål på regeringens vegne at medvirke til at sikre en højere
grad af finansiel stabilitet.
Hr. Frank Aaens snak om hykleri i forhold til sagen her og dens
behandling er jo det rene vrøvl. Vi andre, som har været med i forhandlingerne, kunne være her til mødet, og hvis det er udtryk for forhaling og trækken i langdrag, at man over halvanden dag på nogle
møder behandler nogle seriøse og alvorlige spørgsmål i det pågældende ressortministerium, må jeg indrømme, at jeg ikke forstår ræsonnementerne længere, og så synes jeg, at hr. Frank Aaen i den
grad demonstrerer usaglighed i forhold til ansvarlighed over for det
parlamentariske arbejde.";Kim Andersen;9H 14M 0S
"Formanden :
Hr. Frank Aaen.";Kim Andersen;9H 15M 0S
":
Venstre klager over, at det her kommer til debat i Folketingssalen.
Det siger alt. Lad os så gå til substansen.
Mener Venstre som et liberalistisk parti virkelig, at staten skal
yde statsgarantier for 50 mia. kr. mod nogle meget beskedne krav –
o.k. krav, men beskedne krav – om, at man ikke må lave udbyttebetaling eller andre ting?
Hvis staten i den grad skal gå ind og holde hånden under banker i
det omfang, vi taler om – med 50 mia. kr. – mener Venstre så ikke,
at man i langt højere grad 1) bør gå ind i at diskutere, hvad man skal
kræve af de banker, der får hjælp, og 2) stille det spørgsmål, om vi
skal blive ved med at vedtage bankpakke efter bankpakke. Jeg ved
ikke, om hr. Kim Andersen er klar over, hvilket nummer vi er i gang
med. De fleste andre er i tvivl, men det kan da være, at hr. Kim Andersen kan fortælle, hvilket nummer bankpakke vi er i gang med.
Var det ikke en god idé med en helhedsløsning i stedet for den her
drypvise udstedelse af milliardgarantier?";Frank Aaen;9H 15M 0S
":
Nu kan der jo også være grænser for hykleriet. Altså, Venstre er jo
en del af forliget bag bankpakkerne og har været med til at få det her
lavet bag lukkede døre. Man har siddet og forhandlet med ministeren
og har trukket forhandlingerne i langdrag, så ministeren åbenbart er

Formanden :
Ordføreren.

4

Fredag den 2. marts 2012 (B 43)";Frank Aaen;9H 16M 0S
":
Jeg vil endnu en gang sige, at jeg altså ikke harcelerer over en debat
her i salen. Jeg anerkender, at der er hjemmel i forretningsordenen til
den behandling, vi her er i gang med, men jeg undrer mig bestemt
over, at Enhedslisten som parlamentarisk grundlag for regeringen i
den grad vil være med til at trække en for regeringen så vigtig sag i
langdrag. Det undrer jeg mig over. Men det er jo Enhedslistens og
regeringens problem.
Vi har jo behandlet en række bankpakker, og vi har i kredsen bag
Finansiel Stabilitet ønsket at holde hånden under den finansielle sektor her i landet i en situation, hvor en global finanskrise naturligvis
også rammer Danmark. Det begyndte den tidligere VK-regering at
gøre, og det har den nuværende regering fulgt op på. Det tror vi er
fornuftigt i forhold til at sikre mest mulig stabilitet i almindelige
danskeres hverdag og økonomi. Og vi tror også, det er bedst for eksporten, valutaindtjeningen og arbejdspladserne.";Kim Andersen;9H 16M 0S
"Formanden :
Tak til Venstres ordfører. Hr. Benny Engelbrecht som socialdemokratisk ordfører.";Kim Andersen;9H 17M 0S
(Ordfører);Kim Andersen;9H 18M 0S
