text;Name;Time
":
Er ministeren enig i, at det i aftalen om kriminalforsorgen kunne være gavnligt med et reelt måltal for hjemsendelse til afsoning af udvisningsdømte?
(Spm. nr. S 412).
7) Til justitsministeren af:";Jan E. Jørgensen;13H 0M 0S
":
Vil ministeren oplyse, hvad der præcis menes, når det af aftalen om
kriminalforsorgens økonomi fremgår, at et »markant større antal indsatte end i dag vil blive overført til afsoning i deres hjemland«, og
vil ministeren herunder oplyse, hvad ministeren forstår ved ordet
markant?
(Spm. nr. S 413).

1) Til statsministeren af:";Jan E. Jørgensen;13H 0M 0S
":
Mener statsministeren, det er sundt for den demokratiske debat, at
regeringen udelukkende ønsker at diskutere Danmarks og EU's fremtid med de EU-positive partier i Folketinget, som statsministeren gav
udtryk for på Europaudvalgets møde den 25. oktober 2012?
(Spm. nr. S 366).

8) Til justitsministeren af:";Nikolaj Villumsen;13H 0M 0S
":
Hvad vil ministeren gøre for at forhindre, at medlemmer af serbiske
asylansøgerfamilier går under jorden og dermed forhaler hjemsendelsesprocessen efter endt sagsbehandling, som beskrevet i Politiken
den 9. november 2012?
(Spm. nr. S 430).

2) Til økonomi- og indenrigsministeren af:";Karsten Lauritzen;13H 0M 0S
":
Mener ministeren, at det styrker det kommunale selvstyre, når regeringen øremærker midler til kommunerne til bestemte formål, som
det f.eks. er sket på daginstitutionsområdet, i stedet for at give et generelt tilskud?
(Spm. nr. S 316).

9) Til justitsministeren af:";Jacob Jensen;13H 0M 0S
":
Vil ministeren – som beskrevet i Politiken den 9. november 2012 – i
lighed med en række andre EU-lande kræve visumfriheden suspenderet for Serbien?
(Spm. nr. S 431).

3) Til økonomi- og indenrigsministeren af:";Karsten Lauritzen;13H 0M 0S
":
Hvad er ministerens holdning til en sag fra Kalundborg, hvor en borger tre gange har fået medhold i en klage ved Det Sociale Nævn,
uden at kommunen efterfølgende har foretaget sig noget i sagen, og
vil ministeren med udgangspunkt i den konkrete sag se på, hvorvidt
det eksisterende klagesystem fungerer tilfredsstillende?
(Spm. nr. S 441, skr. begr.).
4) Til finansministeren af:";Karina Adsbøl;13H 0M 0S
":
Er ministeren enig i vismændenes konklusion, der går på, at effekten
af erhvervsinvesteringer, herunder en nedsættelse af selskabsskatten,
er langt større end effekten af offentlige investeringer?
(Spm. nr. S 432).
5) Til finansministeren af:";Anders Samuelsen;13H 0M 0S
":
Hvad er ministerens reaktion på vismændenes forventninger om, at
det offentlige underskud i alle år efter 2020 vil overskride de gældende krav om et maksimalt underskud på 0,5 pct. af BNP?
(Spm. nr. S 433).

10) Til justitsministeren af:";Anders Samuelsen;13H 0M 0S
":
Hvad er ministerens holdning til, at en stor andel af de voldtægtsforbrydelser, der pådømmes i de danske retssale, begås af mænd
med indvandrerbaggrund?
(Spm. nr. S 439).
11) Til justitsministeren af:";Peter Skaarup;13H 0M 0S
":
Hvad er ministerens holdning til udfordringen med det stigende antal
asylsøgere, der søger mod Danmark?
(Spm. nr. S 440).
12) Til skatteministeren af:";Peter Skaarup;13H 0M 0S
":
Er ministeren enig med sundhedsministeren i, at skatteaftalen fra juni 2012 isoleret set ikke er socialt afbalanceret, som sundhedsministeren udtrykte det i programmet »Hos Clement« den 9. oktober
2012?
(Spm. nr. S 434).
13) Til skatteministeren af:";Torsten Schack Pedersen;13H 0M 0S
":

2

Onsdag den 14. november 2012 (FM )

Mener ministeren, at Ginikofficienten er et brugbart instrument til at
beskrive ulighed?
(Spm. nr. S 435).
14) Til ministeren for by, bolig og landdistrikter af:";Torsten Schack Pedersen;13H 0M 0S
":
Hvad er ministerens holdning til, at personer med fysisk funktionsnedsættelse, der er afhængige af en servicehund, altid har ret til at
holde servicehund i en almen bolig, uanset bestemmelserne i husordenen, når personer med psykisk funktionsnedsættelse ikke har?
(Spm. nr. S 416).
15) Til ministeren for by, bolig og landdistrikter af:";Gitte Lillelund Bech;13H 0M 0S
":
Vil ministeren tage initiativ til, at der i boliglovgivningen ikke diskrimineres mellem personer med fysisk og personer med psykisk
funktionsnedsættelse, der er afhængige af en servicehund?
(Spm. nr. S 417).
16) Til beskæftigelsesministeren af:";Gitte Lillelund Bech;13H 0M 0S
":
Hvilket signal mener ministeren det sender, når regeringens mandlige ministre ikke afholder barsel i minimum 3 måneder, sådan som
regeringen ellers ønsker at alle øvrige danske fædre skal?
(Spm. nr. S 421).
17) Til beskæftigelsesministeren af:";Inger Støjberg;13H 0M 0S
":
Er ministeren enig med videnskabsministeren, som har udtalt til Ekstra Bladet den 4. november i år, at »ministerhvervet er lidt specielt«,
og at »man ansætter jo ikke lige sådan en barselsvikar«, og at dette
derfor skulle være grunden til, at ministre ikke skal følge samme
barselsregler som resten af befolkningen?
(Spm. nr. S 422).
18) Til beskæftigelsesministeren af:";Inger Støjberg;13H 0M 0S
":
Agter ministeren at rette henvendelse til statsministeren med henblik
på at sikre, at mandlige ministre også bliver omfattet af en fremtidig
ordning om øremærket barsel i barselslovgivningen?
(Spm. nr. S 425).
19) Til beskæftigelsesministeren af:";Fatma Øktem;13H 0M 0S
":
Anerkender ministeren, at østarbejdere og andre udenlandske arbejdstagere bidrager positivt til væksten og velstanden i Danmark?
(Spm. nr. S 437).
20) Til ministeren for sundhed og forebyggelse af:";Joachim B. Olsen;13H 0M 0S
":
Mener ministeren, at det skaber mere eller mindre lighed og sundhed
for patienterne at fjerne tilskuddet til forebyggende tandbehandling?
(Spm. nr. S 407).
21) Til forsvarsministeren af:";Jane Heitmann;13H 0M 0S
":
Vil ministeren redegøre for, hvorfor regeringen ikke er af den opfattelse, at den danske stat burde have benyttet de eksisterende muligheder for at fravige kravet om sikkerhedsstillelse og muligheden for
ikke at nedlægge påstand om forældelse i forbindelse med 11 irakeres civile søgsmål mod den danske stat?
(Spm. nr. S 378, skr. begr.).
22) Til europaministeren af:";Pernille Skipper;13H 0M 0S
":

Er det ministerens vurdering, at han er lykkedes med at give øget
vægt til de vækst- og beskæftigelsesorienterede politikker i EU's
flerårige budget?
(Spm. nr. S 423).
23) Til europaministeren af:";Jakob Ellemann-Jensen;13H 0M 0S
":
Mener ministeren, at det ultimative danske rabatkrav, og herunder
statsministerens vetotrussel, fremmer regeringens andre prioriteter i
forhandlingerne om EU's flerårige finansielle rammer (MFF), deriblandt de vækstfremmende elementer i kategori 1A?
(Spm. nr. S 424).
24) Til ministeren for ligestilling og kirke af:";Jakob Ellemann-Jensen;13H 0M 0S
":
Hvad vil ministeren gøre for at sikre, at danskerne frit kan fejre den
kristne jul i kvarterer som Egedalsvænge uden at blive diskrimineret
og undertrykt, jf. § 67 i grundloven om religionsfrihed?
(Spm. nr. S 436).
25) Til ministeren for ligestilling og kirke af:";Christian Langballe;13H 0M 0S
":
Hvad er ministerens holdning til, at stiftsråd og provstiudvalg skal
kunne lukke kirker hen over hovedet på de enkelte menighedsråd,
sådan som det er blevet forslået?
(Spm. nr. S 438).
26) Til kulturministeren af:";Christian Langballe;13H 0M 0S
":
Mener ministeren, at det er udtryk for kulturel udvikling, når en boligforening med muslimsk flertal i bestyrelsen vedtager at afskaffe
julen i et bestemt boligområde, fastholder ministeren, at danske traditioner, herunder julen, er til forhandling, og hvilke grupper og personer mener ministeren at danskerne skal forhandle med?
(Spm. nr. S 414).";Martin Henriksen;13H 0M 0S
Meddelelser fra formanden;Martin Henriksen;13H 0M 0S
":
Mødet er åbnet.
I dag er der følgende anmeldelser:
Klima-, energi- og bygningsministeren (Martin Lidegaard):
Lovforslag nr. L 58 (Forslag til lov om ændring af lov om elforsyning og lov om naturgasforsyning. (Udstedelse af forsyningspligtbevillinger)).
Ministeren for sundhed og forebyggelse (Astrid Krag):
Lovforslag nr. L 59 (Forslag til lov om ændring af lov om social service og sundhedsloven. (Samling af høreapparatområdet i sundhedsloven og ændret tilskud til høreapparater)).";John Dyrby Paulsen;13H 0M 0S
":
Lovforslag nr. L 60 (Forslag til lov om ændring af lov om frikommuner og lov om naturbeskyttelse. (Etablering af yderligere forsøgsmuligheder for frikommunerne)).

Onsdag den 14. november 2012 (US 33)

Social- og integrationsministeren (Karen Hækkerup):
Lovforslag nr. L 61 (Forslag til lov om ændring af lov om tolkning
til personer med hørehandicap. (Bemyndigelse til at udstede regler
om tolkning begrænset af bevilling og ændrede regler for udpegning
af medlemmer af Tolkerådet)).";Margrethe Vestager;13H 0M 0S
":
Lovforslag nr. L 62 (Forslag til lov om ændring af færdselsloven.
(Sikkerhed ved reparation af havarerede køretøjer på motorvej
m.v.)).
Erhvervs- og vækstministeren (Annette Vilhelmsen):
Lovforslag nr. L 63 (Forslag til lov om ophævelse af lov om hjemmeservice og ændring af ligningsloven. (Ophævelse af hjemmeserviceordningen)).";Morten Bødskov;13H 0M 0S
":
Lovforslag nr. L 64 (Forslag til lov om indgåelse af tillægsaftaler til
den dansk-grønlandske dobbeltbeskatningsaftale),
Lovforslag nr. L 65 (Forslag til lov om indgåelse af dobbeltbeskatningsoverenskomst mellem Danmark og Tjekkiet),
Lovforslag nr. L 66 (Forslag til lov om indgåelse af dobbeltbeskatningsaftale mellem Danmark og Kina) og
Lovforslag nr. L 67 (Forslag til lov om ændring af skattekontrolloven, kildeskatteloven og forskellige andre love. (Udvidelse af årsopgørelsesordningen, indberetning af udbytter m.v.)).
Jacob Jensen (V) og Mike Legarth (KF):
Beslutningsforslag nr. B 25 (Forslag til folketingsbeslutning om oplysninger i udbudsmateriale ved offentlige udbud).
Kristian Pihl Lorentzen (V), Kim Christiansen (DF), Leif Mikkelsen
(LA) og Mike Legarth (KF):
Beslutningsforslag nr. B 26 (Forslag til folketingsbeslutning om forsøgsordning med kørekort til 17-årige).
Martin Henriksen (DF) m.fl.:
Beslutningsforslag nr. B 27 (Forslag til folketingsbeslutning om at
genindføre starthjælp og introduktionsydelse).
Jørgen Arbo-Bæhr (EL) m.fl.:
Beslutningsforslag nr. B 28 (Forslag til folketingsbeslutning om indføjelse af kategorien kønsidentitet i al ligestillingslovgivning og antidiskriminatorisk lovgivning).
Titlerne på de anmeldte sager vil fremgå af www.folketingstidende.dk (jf. ovenfor).

3

Det første punkt på dagsordenen er:
1) Spørgsmål til ministrene til umiddelbar besvarelse (spørgetime).";Holger K. Nielsen;13H 0M 0S
":
Til at besvare spørgsmål i spørgetimen i dag har statsministeren udpeget skatteministeren og social- og integrationsministeren. Desværre er social- og integrationsministeren blevet forhindret i at give møde i dag på grund af sygdom, og der vil således kun være mulighed
for at stille spørgsmål til skatteministeren.
Jeg har noteret foreløbig seks spørgere til skatteministeren, og jeg
læser dem for god ordens skyld op:
Torsten Schack Pedersen
Ole Birk Olesen
Simon Emil Ammitzbøll
Dennis Flydtkjær
Hans Kristian Skibby
Gitte Lillelund Bech
Er der andre, der ønsker at melde sig som spørgere, så er der stadig mulighed for det?
Det ser ikke ud til at være tilfældet, og derfor skynder vi os at gå
til den første spørger. Hr. Torsten Schack Pedersen fra Venstre, værsgo.";John Dyrby Paulsen;13H 2M 0S
Spm. nr. US 33;John Dyrby Paulsen;13H 3M 0S
":
Tak for det. Det er jo meget passende, at det er skatteministeren, der
er i spørgetimen i dag, for efter at have læst Jyllands-Postens artikel
fra i dag om effekten af den skattestigning, som regeringen og Enhedslisten har aftalt, og som danskerne oplever, ved at regeringen og
Enhedslisten hæver bundskatten, kan man rolig sige, at der er grund
til at spørge mere ind til det forløb og resultat.
Det er jo i dag kommet frem, at man, i forbindelse med at man
hæver niveauet for bundskatten, også hæver det skrå skatteloft. Det
er altså ikke noget, der fremgår af den aftale, der er blevet offentliggjort. Man kan sågar forstå, at Enhedslistens forhandler i finanslovforhandlingerne, hr. Frank Aaen, i dagens udgave af Jyllands-Posten
virker overrasket over, at aftalen, der er blevet indgået, også betyder,
at det skrå skatteloft forhøjes.
Det vil selvfølgelig være et brud med nyere dansk skattepolitik.
Jeg tror, at der har været en fælles forståelse de sidste 30 år i Folketinget blandt i hvert fald størstedelen af partierne om, at skatten på
arbejde skulle ned, hvad der er god økonomisk og politisk grund til
at sørge for. Danskerne skal betale mindre i skat, når de arbejder, og
derfor har man vel uden undtagelse de sidste 25-30 år sænket skatten
på arbejde. Man har sænket marginalskatterne, fjernet mellemskatten
og gjort det sådan, at færre skulle betale de højeste marginalskatter.
Den tradition bryder man med nu. Vi oplever så, at marginalskatten skal stige for alle danskere. Den skal endda stige, således at de
personer, der i dag bliver hjulpet af det skrå skatteloft der, hvor kommuneskatterne er højest, hvilket vel at mærke mest er i vores yderområder, ikke længere skal nyde den beskyttelse, der er i det skrå
skatteloft.
Det synes jeg da at skatteministeren skal have lejlighed til at forklare og uddybe, så vi får at vide, hvorfor regeringen nu mener, at
stigende marginalskatter er en god idé, og at det er fremmende for
dansk økonomi, at danskerne skal opleve, at skatten på den sidst
tjente krone sættes op. Jeg synes, det vil være befriende, hvis skatteministeren kunne forklare, hvorfor regeringen har sadlet om i forhold til det, der har været den fælles tankegang i skattepolitikken
herinde i mange år.

4

Onsdag den 14. november 2012 (US 33)";Torsten Schack Pedersen;13H 3M 0S
":
Skatteministeren.";John Dyrby Paulsen;13H 5M 0S
":
Tak for spørgsmålet. Som bekendt har ikke mindst Venstre været
meget optaget af, at vi skulle af med den såkaldte fedtafgift og sukkerafgiften. De er også meget optaget af, at vi skulle genindføre den
såkaldte § 33 A i ligningsloven, hvilket betyder skattefrihed for
mennesker, der er udstationeret. Det havde min forgænger en stor
debat om, ikke mindst med hr. Torsten Schack Pedersen. Der var
mange argumenter for det, og regeringen lytter jo altid til argumenter, der kommer udefra. Derfor besluttede vi, at vi ville afskaffe fedtog sukkerafgiften og genindføre ligningslovens § 33 A.
Sagen var så bare den, at vi var nødt til at finansiere det. Vi gjorde det på den måde, at vi fandt en model, efter hvilken bundskatten
hæves en smule, vi sænker personfradraget en smule, hvilket samlet
set betyder, at vi kan finansiere afskaffelsen af fedt- og sukkerafgiften og genindførelsen af § 33 A på en efter min opfattelse overordentlig elegant måde. Modellen er også blevet rost uden for det her
hus for at være meget elegant. Det er den, fordi vi har en positiv fordelingsprofil i den løsning, vi fandt. Virkningen på arbejdsudbuddet
er neutral.
Så kommer spørgsmålet om det skrå skatteloft. Det er kommet op
i dag. Tilsyneladende er det en overraskelse. Det fremgår faktisk af
aftalen, at vi hæver det skrå skatteloft. Hvorfor gør vi det? Det gør
vi, fordi det jo er logisk, det er en logisk konsekvens af, at vi hæver
bundskatten. Hvis vi ikke gjorde det, var der nogle, der, om jeg så
må sige, ikke ville skulle betale til afskaffelsen af fedt- og sukkerafgiften. Vi fandt det faktisk meget rimeligt, at det måtte være sådan.";Holger K. Nielsen;13H 5M 0S
":
Tak. Spørgeren, og så er der efterfølgende 1 minut til både spørgeren
og ministeren. Værsgo.";John Dyrby Paulsen;13H 8M 0S
":
Tak for det. Jeg må for god ordens skyld sige, at selv hvis man er
ramt af det skrå skatteloft, vil man jo blive ramt af en stigende
bundskat, indtil det skrå skatteloft træder hjælpende til.
Det her er jo interessant af flere grunde. Det er jo interessant,
særlig når det er en SF-skatteminister, som gik til valg på, at hvis der
sker stigninger i kommuneskatterne, ja, så skal borgerne kompenseres. Det lød i »En Fair Løsning«, at kommuneskatterne under et holdes uændrede, og at en eventuelt stigende kommuneskat kompenseres ved en tilsvarende nedsættelse af den statslige bundskat.
Kommuneaftalen sidste år gav, jeg tror, det var 25-27 mio. kr. i
stigende kommuneskatter. Det mente finansministeren ikke var noget problem. De budgetter, der ligger nu, øger kommuneskatterne
samlet set med 59 mio. kr. Dem har regeringen altså ikke tænke sig
at sætte ned. Og der synes jeg bare, det er lidt bekymrende, at man i
princippet siger, at man vil holde bundskatten i ro, at man faktisk vil
sænke den, hvis kommuneskatterne stiger, og nu hæver man den så.
Mener ministeren ikke, at det hænger meget dårligt sammen?";Torsten Schack Pedersen;13H 8M 0S
":
Ministeren.";John Dyrby Paulsen;13H 9M 0S
":
Jeg synes, at vores samlede løsning her hænger overordentlig godt
sammen. Og det synes jeg da at hr. Torsten Schack Pedersen og
Venstre skulle glæde sig over. Jeg mener, at når man tænker på den
kampagne, der har kørt fra Venstres side imod fedtafgiften, imod
sukkerafgiften, så burde man da være glad for, at vi nu får den afskaffet, måske på samme måde som Søren Gade, den tidligere forsvarsminister fra Venstre, der i dag sidder som direktør for Landbrug
& Fødevarer. Han har jo skamrost den her løsning. Jeg kan ikke forstå, at det samme ikke kan være tilfældet for partiet Venstre herinde.
Efter vores opfattelse er det her en overordentlig god og elegant løsning på et problem, som mange mente skulle løses.";Holger K. Nielsen;13H 9M 0S
":
Spørgerens sidste runde.";John Dyrby Paulsen;13H 10M 0S
":
Jamen problemet er jo ikke, at skatter og afgifter bliver sat ned og
bliver afskaffet. Det er fuldstændig korrekt, at vi fra Venstres side jo
i vores eget finanslovforslag havde lagt op til en fuldt finansieret afskaffelse af fedtafgiften og jo også havde taget højde for, at vi kunne
genindføre ligningslovens § 33 A.
Forskellen er bare, at i Venstre mener vi, at der ikke er brug for at
hæve andre skatter og afgifter for at finansiere det. Vi vil følge det
spor, som vi har lagt, nemlig nødvendige reformer og effektiviseringer i den offentlige sektor. Vi kunne fra Venstres side undgå de skatter og afgifter, som er allermest problematiske, uden at skulle hæve
bundskatten og nedsætte personfradraget, således at danskerne skal
betale 2,4 mia. kr. ekstra i skat af deres indkomst.
Det er den politiske forskel, og selvfølgelig vil jeg da gerne kvittere for, at regeringen har lyttet. Når det gælder ligningslovens § 33
A, tror jeg nok, at det har været hjælpsomt, at der er kommet en ny
skatteminister. Men det er uambitiøst, og det er det, vi anfægter fra
Venstres side, altså at man finder pengene bare ved at gribe ned i
borgernes anden lomme.";Torsten Schack Pedersen;13H 10M 0S
":
Ministeren.";John Dyrby Paulsen;13H 11M 0S
":
Jamen det er klart, at der her er en politisk uenighed, hvor jeg ved at
Venstre godt vil gennemføre besparelser og nedskæringer for at finansiere de her ting. Det ønskede vi ikke, og det er derfor, at vi fandt
en – synes jeg – meget elegant løsning, som har en positiv fordelingsprofil og har en neutral effekt i forhold til arbejdsudbuddet. Vi
tager hensyn til begge forhold og får fjernet nogle afgifter, der var
meget upopulære, og får genindført ligningslovens § 33 A, samtidig
med at vi får løst det på en måde, så det ikke ødelægger arbejdsudbudseffekten og samtidig har en positiv fordelingsprofil. Derfor er vi
særdeles godt tilfredse med den løsning, vi fandt på det her.";Holger K. Nielsen;13H 11M 0S
":
Tak til ministeren, og tak til spørgeren. Dermed går vi videre til den
næste spørger i rækken, og det er aftalt med hr. Simon Emil Ammitzbøll og hr. Ole Birk Olesen, at hr. Dennis Flydtkjær kommer
foran i rækken, og det accepterer vi selvfølgelig.
Jeg skal måske også for tilhørernes skyld lige gøre opmærksom
på, at spørgetimen her foregår sådan, at i første runde har spørgeren

Onsdag den 14. november 2012 (US 34)

2 minutter til at stille et spørgsmål, og ministeren har 2 minutter til at
svare. Derefter er der to runder, hvor spørgeren og ministeren hver
gang har 1 minut til henholdsvis at spørge og svare.
Værsgo til hr. Dennis Flydtkjær for første spørgsmål.";John Dyrby Paulsen;13H 12M 0S
Spm. nr. US 34;John Dyrby Paulsen;13H 13M 0S
":
Først tak til mine kollegaer for, at jeg måtte få lov til at springe foran
i køen.
Jeg kunne godt tænke mig at spørge ind til nogle principielle ting
vedrørende ændringen af ligningsvejledningen i 2010. Det handlede
om, om man var skattepligtig i Danmark eller i udlandet, alt efter
hvor lang tid man havde været uden for Danmark.
Jeg synes, det er en meget principiel sag, fordi Landsskatteretten
ikke i samme omgang blev orienteret som den øverste skatteankemyndighed, og afgørelser, der kom fra Skatterådet, blev heller ikke
respekteret.
Derfor kunne jeg godt tænke mig at høre, hvad skatteministeren
vil gøre, for at vi ikke fremover igen oplever sådan nogle sager, for
jeg synes jo, at det er vigtigt, at vi som borgere i Danmark kan være
sikre på, at vi får behandlet vores skattesager ens.
Det ser jo ikke ud til, at det er sket i det her tilfælde, for man har
forsømt at informere resten af de danskere, som kunne have en lignende sag. Derfor kunne jeg godt tænke mig at høre, hvilke initiativer skatteministeren vil tage for at sikre, at man som sagt fremover
bredt får informeret den danske befolkning om, at folk, der sidder i
en lignende situation, nu også kan få behandlet deres sager ud fra
den nye gældende retspraksis.";Dennis Flydtkjær;13H 13M 0S
":
Ministeren.";John Dyrby Paulsen;13H 14M 0S
":
Jeg kan forstå, at spørgsmålet forholder sig til en aktuel sag, der kører et andet sted end her i Folketingssalen, og jeg har ikke tænkt mig
overhovedet at kommentere eller forholde mig til den sag, der kører i
Skattekommissionen. Jeg har bevidst anmodet om at blive holdt
fuldstændig ude af den sag i mit nye job som skatteminister.
Skattemyndighederne behandler sagerne, som de skal behandles
efter de administrative forskrifter, der er, og det er ikke noget, som
jeg som skatteminister har nogen som helst grund til at tro ikke har
været eller vil være tilfældet fremover.";Holger K. Nielsen;13H 14M 0S
