text;Name;Time
":
Nu kan det efterhånden ikke undre nogen, at De Konservative hellere vil lade et skattehul på en milliard være, hvor folk kan flytte privat
gæld over i en virksomhed, end at de vil lukke det skattehul. Men
jeg kunne godt tænke mig, når ordføreren nu er i gang med at berige
os med det, at han kunne fortælle os, at der er en minimumssats, og
at der i forbindelse med den behandling, vi har haft af lovforslaget i
udvalget, også er stillet en minimumssats. Kunne ordføreren, når han
nu taler om de her små iværksættere, der bliver ulideligt hårdt ramt
af det her indgreb, ikke berige os med at fortælle os lidt om det?";Lisbeth Bech Poulsen;9H 5M 0S
"Formanden:
Ønsker nogen at udtale sig? Hr. Brian Mikkelsen som konservativ
ordfører.

Formanden:
Ordføreren.";Lisbeth Bech Poulsen;9H 5M 0S
(Ordfører);Lisbeth Bech Poulsen;9H 5M 0S
":
Forslaget her er ødelæggende for små selvstændige. Det er forunderligt, at flere partier i Folketinget vil gøre det mere besværligt at være
selvstændig, gøre det mere besværligt at være virksomhed.
Her forsøger man at lukke et meget lille hul, og det hul skal vi
også have lukket, med et meget stort plaster. Det betyder, at vi med
indgrebet her over for virksomhedsordningen rammer områder af erhvervslivet, som ikke udgør nogen trussel, fare, noget problem eller
på nogen som helst måde opfører sig uhensigtsmæssigt. Så forslaget
her har altså kun en effekt: Det bliver mere besværligt at være selvstændig erhvervsdrivende i Danmark, det bliver mere besværligt at
drive virksomhed.
Sagen er den, at iværksættere jo ofte vil have en negativ indskudskonto, fordi de i de første år – og det siger sig selv, hvis man er
nyetableret – ikke har de store skattemæssige overskud. Normalt vil
de så kunne leve af virksomhedens kredit, begynde at tjene penge og
betale skat, og så udjævner man jo så indkomsten. De sparer op i de
fede år, og så har de til de magre år. Men det bliver altså rigtig svært
nu, fordi iværksætteren ikke længere vil få lov til at spare op, hvis
indskudskontoen er negativ. Så vi hæmmer altså iværksætternes mulighed for at gøre sig større og stærkere og vokse.
De personer, som grundet de senere års dårlige økonomi har fået
en negativ indskudskonto, får alt for svære vilkår. Fordi de tjener deres penge i virksomheder, så har de ikke mulighed for at indskyde
private midler, fordi deres private midler stammer fra virksomheden.
De er så hæmmet af en negativ indskudskonto, og i virkeligheden
prøver de bare at konsolidere deres virksomhed.
Forslaget her er også reelt en slags dobbelt beskatning, og den
her anvendte systematik strider altså også imod de almindelige principper, man jo hele tiden har efterlevet med hensyn til virksomhedsordningen.
Så vi fra konservativ side er inderligt imod forslaget og kan ikke
forstå, at gode venner kan finde på at stemme for sådan et forslag,
som gør det sværere at være iværksætter og selvstændig i Danmark,
hvor vi egentlig har brug for det stik modsatte. Vi har brug for at forkæle iværksætterne og de selvstændige, så de får nogle bedre vilkår.";Brian Mikkelsen;9H 5M 0S
":
Det er rigtigt, at forslaget har ændret sig fra det oprindelige, meget
bombastiske forslag til et forslag med nogle dispensationer og nogle
ændringer. Men summa summarum, når man ser på konklusionen,
bliver det sværere at være iværksætter, det bliver sværere at etablere
virksomhed, og det bliver i det hele taget sværere at være selvstændig erhvervsdrivende. Der er et hul, som vi også har sagt at vi ville
være med til at lukke – og det sagde vi også indledningsvis til skatteministeren – men det her er et meget stort plaster, som man vil dække hullet med, hvilket er meget symptomatisk for den sådan noget
erhvervsfjendtlige tilgang, man har til det. Her prøver man at ramme
så mange som muligt i stedet for at prøve at ramme kirurgisk ned på
det hul, som skal lukkes. Så det her er et stort problem for de selvstændige og for alle iværksættere.";Brian Mikkelsen;9H 5M 0S
"Formanden:
Er der flere, der ønsker ordet? Jo, der var en kort bemærkning, så jeg
beder ordføreren komme herop igen. Der var en kort bemærkning fra
fru Lisbeth Bech Poulsen. Værsgo.";Brian Mikkelsen;9H 5M 0S
"Formanden:
Fru Lisbeth Bech Poulsen.";Brian Mikkelsen;9H 6M 0S
":
Jamen jeg synes bare, at det er sigende for De Konservative. Vi har
haft et godt forløb, hvor vi har været ovre hos ministeren, vi har behandlet det her i udvalget for at lukke et skattehul, og jeg regner ikke
med, at ordføreren mener, at det er rimeligt, at folk, hvis de køber et
eller andet til sig selv, så kan flytte noget, der er privat gæld, over i
deres virksomhed og dermed blive beskattet med meget mindre af
det.
Derfor er det også underligt, at De Konservative ikke har deltaget
i den udvalgsbehandling, hvor vi har justeret lidt på L 200, som vi
behandler i dag, så vi, der står bag det, alle sammen kan se os selv i
det. Derfor vil jeg også spørge ordføreren, om det er noget, han vil
arbejde på at få ændret, hvis regeringssammensætningen skulle skifte.";Lisbeth Bech Poulsen;9H 6M 0S
"Formanden:
Ordføreren.";Lisbeth Bech Poulsen;9H 7M 0S
":
Vi har været i tæt dialog med den tidligere skatteminister om det her
og har fortalt, hvad vi mener. Vi er nemlig imod den ændring. Vi vil
ikke gøre det mere besværligt at være iværksætter eller at være selvstændig i Danmark. Altså det, som Danmark har brug for, er jo, at
der er nogle flere iværksættere og nogle flere selvstændige, som har
lyst til at etablere virksomhed og skabe nogle jobs. I stedet for at fo-

Tirsdag den 9. september 2014 (FM )

kusere på, hvordan man bruger en masse penge, vil vi hellere have,
at der bliver skabt nogle arbejdspladser.
Så vores intention er selvfølgelig at få det ændret, hvis der kommer et nyt blåt flertal, hvad vi selvfølgelig håber på. Der er et af de
punkter, som vi har, og noget af det, som vi gerne vil arbejde for,
det, at der skal være flere selvstændige, og at der skal være bedre
vilkår for det at drive virksomhed i Danmark.

Jeg foreslår, at lovforslaget går direkte til tredje behandling uden
fornyet udvalgsbehandling. Hvis ingen gør indsigelse, betragter jeg
dette som vedtaget.
Det er vedtaget.";Brian Mikkelsen;9H 7M 0S
"Formanden:
Så siger jeg siger tak til ordføreren. Skatteministeren.

3

Meddelelser fra formanden";Brian Mikkelsen;9H 8M 0S
