text;Name;Time
":
Det ændringsforslag, der er stillet, er stillet af Enhedslisten. De mener, at forlængelsen af perioden skal være på 1 år, og det synes vi
sådan set i Dansk Folkeparti er meget sympatisk, men vi synes også,
at vi skulle tage et halvt år ad gangen. Dermed vil jeg sige, at hvis
det her forslag om forlængelse af dagpengeperioden med ½ år skulle
komme igennem, er vi i Dansk Folkeparti også klar til at kigge på,
hvordan det ser ud, når vi kommer til foråret.
I den forbindelse kan jeg ikke lade være med at tænke på, at det
er lidt sørgeligt, at Enhedslisten kommer med det ændringsforslag,
for de havde alle muligheder for at få en forlængelse af dagpengeperioden igennem i finansloven. Hvis Enhedslisten havde sagt til regeringen, at de ville have det her igennem på finansloven, går jeg ud
fra, at det var kommet igennem, for Enhedslisten plejer jo at stå fast
på deres holdninger og deres synspunkter. Det gjorde man så ikke
her; der lagde man sig fladt ned og sagde: O.k., vi er nok nødt til acceptere, at vi ikke får det igennem. Så kom man med et ændringsforslag til Dansk Folkepartis forlængelse af dagpengeperioden med ½
år. Og det er også meget sympatisk, men jeg synes på sin vis, det er
en lidt forkert vej at gå.
Som sagt vil vi i Dansk Folkeparti stemme gult til ændringsforslaget, men kommer beslutningsforslaget igennem, er vi også klar til
at se på det til foråret.";Bent Bøgsted;13H 9M 0S
"Formanden:
Tak til ordføreren. Hr. Christian Juhl som Enhedslistens ordfører.";Bent Bøgsted;13H 11M 0S
(Ordfører);Bent Bøgsted;13H 11M 0S
":
Vi har stillet ændringsforslaget, fordi vi synes, at det med lapperier
på et halvt år ikke er lige så godt. Vi har en vis erfaring med, at det
giver noget rod, og så skal vi til at lave det om igen. Vi kan lige så
godt tage et år ad gangen. En finanslov løber jo også et år, og derfor
varslede vi også, da vi debatterede forslaget forleden uge, at vi gerne
ville have et helt års udskydelse af ordningen. Hr. Bent Bøgsted
glemmer jo en ting. Han glemmer, at han selv er årsag til, at vi overhovedet skal diskutere det her. Han kunne bare have holdt nallerne
for sig selv, da de borgerlige lokkede ham til at lave dagpengeforringelser. Havde vi været ude over den dagpengeforringelse i 2010,
som har skabt så meget ulykke i vores land og for vores arbejdsløse,
havde vi haft en rigtig god situation, vil jeg sige til hr. Bent Bøgsted.
Jeg synes selvfølgelig, at det er rigtig dejligt, når folk erkender
fejl, de har lavet i deres tilværelse. Jeg erkender også, at vi ikke har

6

Mandag den 17. december 2012 (B 18)

den muskelstyrke, der skal til at overbevise regeringen om at lave en
grundlæggende ændring af dagpengesystemet, men vi arbejder såmænd på sagen, og det vil vi blive ved med i januar og februar og
marts og april og maj, indtil beskæftigelsesministeren ringer og siger, at nu skal vi have lavet en grundlæggende ændring af det her
dagpengesystem.
Så jeg vil anbefale, at vi alle sammen stemmer for 1 års udskydelse af den forbandede dagpengereform og -forringelse. Tak.";Christian Juhl;13H 11M 0S
"Formanden:
Lige et øjeblik, hr. Christian Juhl, der var vist en kort bemærkning
fra hr. René Christensen.
Kan vi få mikrofonen til at virke, eller er der også et problem i
dag? Hvis det ikke lykkes at få den til at virke, må vi tage det heroppefra.
Vi skal lige have hr. René Christensen herop, for mikrofonen dernede virker ikke. Værsgo.";Christian Juhl;13H 12M 0S
":
Ja, sådan kan det gå med hensyn til teknikken, men spørgsmålet er
ikke desto mindre alligevel relevant.
Vi kan i Dansk Folkeparti, når det nu er, at man fra Enhedslistens
side står her på Folketingets talerstol og man taler så voldsomt imod
den her dagpengereform, ikke forstå, at man, da man sad og forhandlede det her, så ikke gjorde sin indflydelse gældende. Man kommer
nu og stiller et ændringsforslag til et forslag fra Dansk Folkeparti, efter at man har siddet ovre hos finansministeren, hvor man ellers havde magten, og hvor man jo kunne have ført det her igennem. Men
det ønskede man ikke at gøre.
Det her er signalpolitik af allerværste skuffe. Man står nu her, når
man har siddet ovre hos finansministeren og man har haft magten i
hånden, og har, når det gælder beslutningsforslaget her, en retorik,
der er meget, meget hård.
Jeg må bare sige, at man, når man sidder og ser på sådan noget
som det her, så bliver skuffet over folkestyret. Tak for ordet.";René Christensen;13H 13M 0S
"Formanden:
Hr. Christian Juhl.";René Christensen;13H 14M 0S
":
Nu synes jeg, hr. René Christensen skal prøve at lytte til, hvad der
bliver sagt i den her sag, både fra hr. Bent Bøgsted og fra mig. Vi
har udtalt os positivt om forslaget her – det gjorde vi under førstebehandlingen, og det gør vi også her – for det er, når man udskyder det
med ½ år, en forbedring af dagpengesystemet. Så spurgte jeg under
førstebehandlingen hr. Bent Bøgsted, om vi, når det nu alligevel var,
at vi var ved at skubbe det, så ikke skulle tage at skubbe det med
yderligere ½ år, altså med et helt år. Enhedslisten ville allerhelst have skubbet det, sådan at det først ville blive, efter at krisen var overstået. For det, der er hele miseren her, er jo, at Dansk Folkeparti har
glemt, at krisen fortsætter. Der skal lyde nogen onde ord om det her
forslag, vi tager nemlig stilling ud fra det, der er forslagenes indhold,
ikke ud fra, hvem det er, der har stillet dem, og vi siger derfor:
Det er da fint nok, at man vil forlænge det med ½ år, men skulle
vi, når det nu alligevel er, at vi er ved det, så ikke hellere tage at forlænge det med et helt år? Det er, vil jeg sige til hr. René Christensen,
såmænd det eneste, der ligger i det. Så prøv lige at lytte en lille smule.";Christian Juhl;13H 14M 0S
"Formanden:
Hr. René Christensen.";Christian Juhl;13H 15M 0S
":
Nu er det sådan, at også Dansk Folkeparti engang har prøvet at sidde
med ved møderne ovre i Finansministeriet. Der er det jo indimellem
sådan, at man skal stå fast på de ting, som virkelig betyder noget. Jeg
kan forstå på Enhedslisten, at det her virkelig betyder noget, men betød altså ikke nok, da man sad ovre hos finansministeren og skulle
lave finansloven for de her mennesker, som nu er på vej til at falde
ud over kanten. Nu kommer der et forslag fra Dansk Folkeparti om
at udsætte det – vi var jo faktisk i sin tid med til at stemme det forslag, der var om at forlænge det med et halvt år, igennem – og så går
man ud og laver signalpolitik på det og spørger, om vi ikke skulle
tage at lave det om til 12 måneder.
Dansk Folkeparti har hele tiden, også under valgkampen, kørt på
med hensyn til, at der skulle være en mulighed for, at man skulle
kunne forlænge det med yderligere 6 måneder.
Så jeg må sige, at det, vi her kan se, er sørgeligt. Vi har her et
parti, som egentlig havde haft muligheden for at påvirke, hvad der
sker i samfundet, ikke ønsker at udnytte den mulighed, som man har.";René Christensen;13H 15M 0S
